youtube_top_jp_bimonthly_all
video_id,title,category_id,video_duration,tags_count,views,likes,comment_count,thumbnail_link,description_length,time_duration,published_at,subscribers,keyword,thumbnail_path,object_complexity,element_complexity,brightness,colorfulness
jwo3ub1pSlo,ゴードン・ラムゼイも認めた寮の料理,1,47.0,0,9159873,190465,398,https://i.ytimg.com/vi/jwo3ub1pSlo/hqdefault.jpg,2,30,2025-06-10T22:00:48Z,668000,料理,thumbnails/jwo3ub1pSlo.jpg,3,1,59.6018287037037,42.44195329072510
1l5Y87oCIxw,尾花、料理でトラブル発生！,22,59.0,0,8105796,110097,697,https://i.ytimg.com/vi/1l5Y87oCIxw/hqdefault.jpg,228,6,2025-07-05T05:00:02Z,9580,料理,thumbnails/1l5Y87oCIxw.jpg,4,1,93.16308449074070,16.66407237779620
FLU3N_gl14A,ゴードン・ラムゼイが教える天国のレシピ,1,55.0,0,7675837,160897,1030,https://i.ytimg.com/vi/FLU3N_gl14A/hqdefault.jpg,2,8,2025-07-02T22:00:31Z,668000,料理,thumbnails/FLU3N_gl14A.jpg,1,1,35.288402777777800,35.18120294572840
NJM5m4J1DQQ,卵の特別な焼き方,22,18.0,0,7906817,45198,520,https://i.ytimg.com/vi/NJM5m4J1DQQ/hqdefault.jpg,0,2,2025-07-08T10:27:14Z,255000,料理,thumbnails/NJM5m4J1DQQ.jpg,3,3,85.26785300925930,60.897340413949600
-zowgd9qR38,男は、継母が肉入りと肉無しの二つの鍋で料理を作っているのを見つけた。#shorts #comentarios,1,141.0,25,5684528,53575,462,https://i.ytimg.com/vi/-zowgd9qR38/hqdefault.jpg,0,16,2025-06-24T11:50:28Z,92000,料理,thumbnails/-zowgd9qR38.jpg,6,2,76.36408564814820,25.753560762337800
Bu2nOxRS9iU,ミニチュアおじさんのフルーツポンチ作り#給食#学校#料理#ミニチュア #デザート,22,74.0,0,5388571,76251,333,https://i.ytimg.com/vi/Bu2nOxRS9iU/hqdefault.jpg,0,27,2025-06-14T03:00:26Z,152000,料理,thumbnails/Bu2nOxRS9iU.jpg,11,2,76.39465277777780,57.82384943238750
I0h_dsiw6vU,妥協なし！尾花のマグロ料理への執念,22,52.0,0,5883236,87570,225,https://i.ytimg.com/vi/I0h_dsiw6vU/hqdefault.jpg,228,9,2025-07-02T03:30:14Z,9580,料理,thumbnails/I0h_dsiw6vU.jpg,1,1,60.53755208333330,42.119363451814200
Cr0Ekw5lAHA,もはや反則級の助っ人！,22,53.0,0,5242375,88709,298,https://i.ytimg.com/vi/Cr0Ekw5lAHA/hqdefault.jpg,527,15,2025-06-26T02:38:11Z,31500,料理,thumbnails/Cr0Ekw5lAHA.jpg,2,1,17.521105324074100,23.465112161922800
JEPjXalAE6w,少年は入浴を拒否、母親に包丁で脅される、洗濯機に隠れて息を潜め#映画 #映画紹介 #shorts,22,164.0,0,3869664,93266,0,https://i.ytimg.com/vi/JEPjXalAE6w/hqdefault.jpg,17,7,2025-07-03T09:31:42Z,6510,料理,thumbnails/JEPjXalAE6w.jpg,2,2,49.558935185185200,9.750694668353290
RWqkNpV5wa8,【もうゆで卵は使わない？！チキン南蛮に超合うタルタルソース】｜#クラシル #shorts,26,34.0,11,5522728,59180,652,https://i.ytimg.com/vi/RWqkNpV5wa8/hqdefault.jpg,331,14,2025-06-26T09:00:42Z,1610000,料理,thumbnails/RWqkNpV5wa8.jpg,0,0,86.3043287037037,57.09482733471320
eno3sduA314,今日もパパの代わりにママが料理した…,22,40.0,0,4265958,53815,628,https://i.ytimg.com/vi/eno3sduA314/hqdefault.jpg,139,23,2025-06-18T03:20:01Z,27000,料理,thumbnails/eno3sduA314.jpg,2,1,72.88479166666670,36.62888178603540
rZ_O-vK0MJk,親友のご飯にガソリンぶち込んでみたww,22,60.0,0,3577563,67766,585,https://i.ytimg.com/vi/rZ_O-vK0MJk/hqdefault.jpg,97,6,2025-07-04T19:30:09Z,2610000,料理,thumbnails/rZ_O-vK0MJk.jpg,7,3,74.25969328703700,34.7606362328236
yq-VVCdkpMA,親友に塩味増量スプーンだと思わせて塩味ゼロ料理食べさせてみたww,22,60.0,0,4195933,66038,595,https://i.ytimg.com/vi/yq-VVCdkpMA/hqdefault.jpg,97,7,2025-07-03T11:06:37Z,2610000,料理,thumbnails/yq-VVCdkpMA.jpg,5,2,74.95523148148150,37.988084068608800
qi_PaddRTq8,AIがおすすめする人類初の絶品料理づくり,22,60.0,0,3952017,64334,274,https://i.ytimg.com/vi/qi_PaddRTq8/hqdefault.jpg,2,30,2025-06-11T08:28:01Z,159000,料理,thumbnails/qi_PaddRTq8.jpg,0,0,45.747633101851900,42.51088178410880
Cblh2sBpB1M,海外で話題の2歳児の食事メニュー,22,51.0,0,3500990,42829,445,https://i.ytimg.com/vi/Cblh2sBpB1M/hqdefault.jpg,2,13,2025-06-28T02:29:00Z,159000,料理,thumbnails/Cblh2sBpB1M.jpg,9,5,70.36491898148150,26.98304949514860
oSBsTo_0exU,【日本に染まったフランス人】チーズの食べ方🇫🇷✨,22,60.0,0,4089133,83964,1930,https://i.ytimg.com/vi/oSBsTo_0exU/hqdefault.jpg,517,7,2025-07-03T12:01:38Z,805000,料理,thumbnails/oSBsTo_0exU.jpg,7,5,79.15348958333330,17.623396259564000
_mP9uyaUH5g,平古祥平の料理には人を動かす力があるんだよ。俺は自分の才能の限界を感じて料理をやめた。,22,55.0,0,3917851,54142,245,https://i.ytimg.com/vi/_mP9uyaUH5g/hqdefault.jpg,0,16,2025-06-25T08:04:31Z,4400,料理,thumbnails/_mP9uyaUH5g.jpg,5,2,65.70615162037040,35.20481459284870
RNTM5E1pQQo,親友に時短料理、叩き込んでみたww,22,60.0,0,3108790,76700,494,https://i.ytimg.com/vi/RNTM5E1pQQo/hqdefault.jpg,97,20,2025-06-20T14:28:05Z,2610000,料理,thumbnails/RNTM5E1pQQo.jpg,3,2,70.57093171296300,23.417495427676700
RzxNyIWiszg,コース料理のメニューを被らず注文しろ！！！【歌でやるやつ】,23,1238.0,0,1704078,25064,1402,https://i.ytimg.com/vi/RzxNyIWiszg/hqdefault.jpg,1400,21,2025-06-19T12:00:06Z,7180000,料理,thumbnails/RzxNyIWiszg.jpg,12,4,135.86908564814800,55.43072097619530
0A4tJ_5mbzw,ゴードン・ラムゼイが絶賛した寮の料理,24,59.0,0,2837412,76494,222,https://i.ytimg.com/vi/0A4tJ_5mbzw/hqdefault.jpg,2,10,2025-07-01T08:28:00Z,363000,料理,thumbnails/0A4tJ_5mbzw.jpg,5,3,87.49094907407410,34.68354595903150
__QFw3AKIsE,親友の食べものを勝手に美味しく料理しまくってみたww,22,60.0,0,2763483,51725,395,https://i.ytimg.com/vi/__QFw3AKIsE/hqdefault.jpg,97,5,2025-07-05T12:00:02Z,2610000,料理,thumbnails/__QFw3AKIsE.jpg,4,2,71.95442708333330,39.74728150033260
KJ_1l-wZuq4,ミニチュアおじさんのアサイーボウル作り#カフェ #ミニチュア #おじさん #アサイーボウル #料理,22,84.0,0,2534722,51039,221,https://i.ytimg.com/vi/KJ_1l-wZuq4/hqdefault.jpg,0,23,2025-06-18T08:00:31Z,152000,料理,thumbnails/KJ_1l-wZuq4.jpg,2,2,73.78619791666670,49.21728826264650
zA6FvardPNE,【検証】どの食べ物が1番臭いの？？ #しなこ #料理 #マック#くらげ#検証#臭い,28,92.0,0,2155600,35879,204,https://i.ytimg.com/vi/zA6FvardPNE/hqdefault.jpg,0,27,2025-06-13T10:34:50Z,90300,料理,thumbnails/zA6FvardPNE.jpg,6,4,59.699386574074100,28.378182228262000
alG_j5Yy1PY,Tuna meat #Japanese cuisine #raw food #food#マグロ料理,22,11.0,0,3227208,7719,8,https://i.ytimg.com/vi/alG_j5Yy1PY/hqdefault.jpg,0,7,2025-07-04T02:57:06Z,1410,料理,thumbnails/alG_j5Yy1PY.jpg,6,2,58.55144675925930,34.16667668552610
cFvJRzAaokI,物価高だし具なんていらねえほど旨いそうめん食いたくない？#PR #味の素KK,26,59.0,0,2534284,53779,336,https://i.ytimg.com/vi/cFvJRzAaokI/hqdefault.jpg,1838,18,2025-06-23T08:01:36Z,5280000,料理,thumbnails/cFvJRzAaokI.jpg,1,1,86.30440972222220,51.84596208842350
V-maiRO8oV0,ライスペーパーを細かくしてポップコーンが作れる！？,24,35.0,16,2545135,30696,168,https://i.ytimg.com/vi/V-maiRO8oV0/hqdefault.jpg,567,5,2025-07-05T09:00:46Z,1730000,料理,thumbnails/V-maiRO8oV0.jpg,2,2,78.14887731481480,24.339847970378200
bFKPyxSVhjk,ギャルママの料理がマズい時…#あるある #カップル #shorts,22,51.0,0,2411399,36923,70,https://i.ytimg.com/vi/bFKPyxSVhjk/hqdefault.jpg,0,17,2025-06-23T10:01:03Z,654000,料理,thumbnails/bFKPyxSVhjk.jpg,1,1,84.86702546296300,23.902504420686500
DqkCyCXopU0,大・中・小フードチャレンジ | 秘密のお料理ハックとキッチンのヒント BaRaDa Challenge,22,691.0,7,1174620,9382,104,https://i.ytimg.com/vi/DqkCyCXopU0/hqdefault.jpg,155,16,2025-06-25T04:14:00Z,438000,料理,thumbnails/DqkCyCXopU0.jpg,4,2,131.10414351851900,154.49455825544400
BLPC933KPFk,嫁の料理が異常すぎた→同僚の妻に教えてもらおうと思ったが。【2ch怖いスレ】,24,75.0,0,2311466,67671,303,https://i.ytimg.com/vi/BLPC933KPFk/hqdefault.jpg,283,24,2025-06-16T09:15:01Z,204000,料理,thumbnails/BLPC933KPFk.jpg,1,1,87.06561342592590,32.31623950336980
-0jOBWqmkmc,【ゆうま食堂】料理男子ゆうまにパスタ作ってもらったら美味しすぎてお嫁さん候補爆増したwwwwwww,24,6581.0,4,1168135,20458,2297,https://i.ytimg.com/vi/-0jOBWqmkmc/hqdefault.jpg,1619,27,2025-06-13T11:30:06Z,4070000,料理,thumbnails/-0jOBWqmkmc.jpg,2,2,104.6073263888890,81.96401501182340
0jo4m8W3mfA,【過去の動画より美味しくなってます】改良カオマンガイ #料理 #暮らしチャンネル #マッチョ #元カレ #クッキング #cooking,24,111.0,6,1704904,30009,128,https://i.ytimg.com/vi/0jo4m8W3mfA/hqdefault.jpg,1310,15,2025-06-25T09:00:01Z,100000,料理,thumbnails/0jo4m8W3mfA.jpg,9,5,49.58923032407410,20.541955611583000
MSimXc64w7s,煮込む時間は豚肉以下、満足感は豚肉以上！？【鶏の角煮】詳しいレシピは概要欄をチェック！#角煮 #鶏肉 #鶏もも肉 #レシピ動画 #簡単レシピ #料理動画 #晩ごはん #おうちごはん,26,42.0,0,2108728,62017,347,https://i.ytimg.com/vi/MSimXc64w7s/hqdefault.jpg,786,13,2025-06-28T04:30:29Z,1170000,料理,thumbnails/MSimXc64w7s.jpg,2,1,78.79249421296300,53.995289304041700
ZbsfuMaxsQE,新米ママの夜ご飯作り💕,22,63.0,0,2165755,39852,257,https://i.ytimg.com/vi/ZbsfuMaxsQE/hqdefault.jpg,0,11,2025-06-29T11:55:51Z,864000,料理,thumbnails/ZbsfuMaxsQE.jpg,5,3,99.49207175925930,10.371364535520400
pDgFfnQ1yFM,改良された料理は、一体何が違うのか？,22,60.0,0,2389440,38258,158,https://i.ytimg.com/vi/pDgFfnQ1yFM/hqdefault.jpg,527,5,2025-07-05T09:01:13Z,31500,料理,thumbnails/pDgFfnQ1yFM.jpg,4,1,49.776435185185200,25.906324607904400
3rPRsuTSYm0,これが出てきたらテンション上がる⤴⤴⤴ 【ライスペーパーソーセージ】レシピの詳細は概要欄を見てね♪ #ライスペーパー #ソーセージ #ウィンナー #キャンプ飯 #レシピ動画 #料理動画,26,53.0,0,2156713,31634,199,https://i.ytimg.com/vi/3rPRsuTSYm0/hqdefault.jpg,1062,17,2025-06-24T04:30:03Z,1170000,料理,thumbnails/3rPRsuTSYm0.jpg,5,2,83.751875,36.60004559052390
SqfDJEF0j3Q,燻製焼き料理は本当においしいです#クレヨンしんちゃん #アニメ #anime #animation #cartoon,22,59.0,0,2026169,29003,69,https://i.ytimg.com/vi/SqfDJEF0j3Q/hqdefault.jpg,0,6,2025-07-04T08:48:59Z,29600,料理,thumbnails/SqfDJEF0j3Q.jpg,6,4,51.20642361111110,33.491208499750500
3oR577T6yCQ,なんかなって話feat.ブリしゃぶ #shorts #料理,24,51.0,0,1876258,25982,190,https://i.ytimg.com/vi/3oR577T6yCQ/hqdefault.jpg,0,11,2025-06-29T12:22:00Z,582000,料理,thumbnails/3oR577T6yCQ.jpg,3,2,75.68811921296300,34.554896005437400
QGEp8Jiem9I,失敗は避けられないようだ。,22,45.0,0,2081130,19229,193,https://i.ytimg.com/vi/QGEp8Jiem9I/hqdefault.jpg,0,8,2025-07-03T04:27:04Z,6540,料理,thumbnails/QGEp8Jiem9I.jpg,4,2,41.71497685185190,28.072111507193400
rKoQUweFr2k,【きゅうり茹でると…プロの味？！】きゅうりの一本漬け #きゅうり大量消費 #ヘルシーレシピ,22,43.0,0,2289747,22403,59,https://i.ytimg.com/vi/rKoQUweFr2k/hqdefault.jpg,398,12,2025-06-28T13:23:26Z,27500,料理,thumbnails/rKoQUweFr2k.jpg,1,1,76.70244212962960,32.98723519321960
Ot1xujt2gmI,【大食い】全て私の責任です #爆食 #料理 #グルメ #モッパン #mukbang,24,60.0,0,1625331,40132,729,https://i.ytimg.com/vi/Ot1xujt2gmI/hqdefault.jpg,45,23,2025-06-17T10:53:15Z,755000,料理,thumbnails/Ot1xujt2gmI.jpg,6,2,88.68233796296300,63.89447473584950
nUk010vquWY,料理人の教えるカツオの捌き方が勉強になりすぎる！,24,78.0,16,1802910,22121,196,https://i.ytimg.com/vi/nUk010vquWY/hqdefault.jpg,567,21,2025-06-19T09:01:10Z,1730000,料理,thumbnails/nUk010vquWY.jpg,3,2,75.49862847222220,31.64420558164920
xJyuxmjE64A,見習いシェフの料理旅,20,60.0,11,1965755,66498,246,https://i.ytimg.com/vi/xJyuxmjE64A/hqdefault.jpg,247,13,2025-06-27T15:18:37Z,914000,料理,thumbnails/xJyuxmjE64A.jpg,0,0,54.55571759259260,40.17166587261510
BU9_6qG2h_E,たこ焼きを作ろう #shorts,26,83.0,6,1650797,40349,971,https://i.ytimg.com/vi/BU9_6qG2h_E/hqdefault.jpg,357,10,2025-07-01T03:00:13Z,1840000,料理,thumbnails/BU9_6qG2h_E.jpg,2,1,43.89346643518520,24.609682525491900
zRl6Uxgu1-s,失敗かよ！？,22,53.0,0,1876972,17546,54,https://i.ytimg.com/vi/zRl6Uxgu1-s/hqdefault.jpg,527,17,2025-06-24T03:11:36Z,31500,料理,thumbnails/zRl6Uxgu1-s.jpg,10,1,47.54302662037040,18.73899724269180
KTx0g1fieoo,そろそろお開き。のはずが・・・？ ＃山本耕史  ＃磯村勇斗  ＃パスタキューブ,26,61.0,0,1090359,2776,0,https://i.ytimg.com/vi/KTx0g1fieoo/hqdefault.jpg,222,10,2025-06-30T23:35:01Z,205000,料理,thumbnails/KTx0g1fieoo.jpg,2,1,53.75820023148150,17.207200135370200
OLVhA7NIBJQ,ココイチ何皿食べる？,22,2440.0,0,894955,13165,1148,https://i.ytimg.com/vi/OLVhA7NIBJQ/hqdefault.jpg,149,13,2025-06-27T13:00:55Z,379000,料理,thumbnails/OLVhA7NIBJQ.jpg,4,3,116.00737268518500,54.58143998636090
z9FX2xrmBhs,過去一番旨いインスタントラーメンでた。マルタイラーメンレビュー,26,1879.0,0,872367,15179,1635,https://i.ytimg.com/vi/z9FX2xrmBhs/hqdefault.jpg,1735,18,2025-06-22T10:15:27Z,5280000,料理,thumbnails/z9FX2xrmBhs.jpg,1,1,90.95370949074070,75.62854101495990
haUwEI0r7TI,ミニチュアおじさんの天ぷらづくり#おじさん #ジョージ #ミニチュア #料理 #料亭,22,74.0,0,1487367,24505,155,https://i.ytimg.com/vi/haUwEI0r7TI/hqdefault.jpg,0,15,2025-06-26T08:00:44Z,152000,料理,thumbnails/haUwEI0r7TI.jpg,2,1,64.91585648148150,43.02853770402240
DiRO4ntGwPg,レシピ詳細は↓↓↓【自家製ソーセージ】,22,26.0,0,1776017,19994,167,https://i.ytimg.com/vi/DiRO4ntGwPg/hqdefault.jpg,579,9,2025-07-01T11:57:55Z,15200,料理,thumbnails/DiRO4ntGwPg.jpg,4,3,74.66877314814820,39.36151280992680
ViVFt6PjRnE,【悲報】令和JKさん、アツアツの白い液体を顔にかけるメイクが流行ってしまうwww #2ch面白いスレ,24,61.0,0,4042208,43149,1168,https://i.ytimg.com/vi/ViVFt6PjRnE/hqdefault.jpg,0,12,2025-06-29T04:00:41Z,62400,メイク,thumbnails/ViVFt6PjRnE.jpg,2,2,88.06912615740740,42.32438120713480
S6l9pDLsOcQ,シャネルのリップがマジで落ちないらしい！！！,26,60.0,0,4917119,118609,540,https://i.ytimg.com/vi/S6l9pDLsOcQ/hqdefault.jpg,83,17,2025-06-24T08:00:32Z,1430000,メイク,thumbnails/S6l9pDLsOcQ.jpg,3,1,84.44678819444450,21.05400437140380
xwq5N_WQkx8,また夫の選んだコスメでメイクしたら、最後に…              #shorts,26,60.0,2,4274770,123119,1149,https://i.ytimg.com/vi/xwq5N_WQkx8/hqdefault.jpg,1146,29,2025-06-11T09:55:53Z,1440000,メイク,thumbnails/xwq5N_WQkx8.jpg,2,1,91.56570601851850,35.13781792106760
WvrVwqKNkzs,2メートル超えのマダムから少年になるまで with ​⁠@makeupgyutae ​⁠@missfuuji,26,142.0,0,4058732,82287,815,https://i.ytimg.com/vi/WvrVwqKNkzs/hqdefault.jpg,0,21,2025-06-19T10:27:13Z,504000,メイク,thumbnails/WvrVwqKNkzs.jpg,6,1,78.34462962962960,24.833812371354700
PMhwacOgILg,イギリス人美女の色んな国のメイク,22,43.0,0,4155480,69211,203,https://i.ytimg.com/vi/PMhwacOgILg/hqdefault.jpg,3,16,2025-06-24T22:00:35Z,340000,メイク,thumbnails/PMhwacOgILg.jpg,4,1,39.476087962963000,37.261842973539500
4eHcN2c1FDU,TWICE SANA、うっとり…公開リップメイク仕上げ　#YSL,24,18.0,4,4597059,71335,1044,https://i.ytimg.com/vi/4eHcN2c1FDU/hqdefault.jpg,142,8,2025-07-02T09:10:09Z,170000,メイク,thumbnails/4eHcN2c1FDU.jpg,4,2,58.29052662037040,31.87979196507140
eWNXYmOg55A,Lilo & Stitch Makeup Transformation! 💙🛸,24,34.0,0,3328827,49715,602,https://i.ytimg.com/vi/eWNXYmOg55A/hqdefault.jpg,0,13,2025-06-27T12:40:01Z,7360000,メイク,thumbnails/eWNXYmOg55A.jpg,3,1,81.82425925925930,57.033596457464100
Te6yDuU7158,“儚さ100%メイク”で、甘くて切ない顔になれるらしい💄,24,176.0,0,3911849,108484,519,https://i.ytimg.com/vi/Te6yDuU7158/hqdefault.jpg,0,28,2025-06-12T12:45:52Z,1160000,メイク,thumbnails/Te6yDuU7158.jpg,5,1,78.34576388888890,24.931768190805400
5d0supJoisU,このメイクサロンが星1つの理由,22,48.0,0,3409786,51857,186,https://i.ytimg.com/vi/5d0supJoisU/hqdefault.jpg,3,10,2025-07-01T08:00:11Z,340000,メイク,thumbnails/5d0supJoisU.jpg,1,1,49.50284722222220,42.411237592515400
Gf3NkaSQuHI,ワセリンとベビーパウダーで特殊メイクができるらしい！！,26,60.0,0,2955887,43988,134,https://i.ytimg.com/vi/Gf3NkaSQuHI/hqdefault.jpg,61,24,2025-06-17T08:00:16Z,1430000,メイク,thumbnails/Gf3NkaSQuHI.jpg,3,1,97.40866319444440,33.89111537362950
2a8SQkt2uuk,-5kg vs +5kgメイク！プロ直伝の顔の印象を変えるメイク術！,26,28.0,3,3353782,36291,273,https://i.ytimg.com/vi/2a8SQkt2uuk/hqdefault.jpg,46,10,2025-06-30T10:00:05Z,1490000,メイク,thumbnails/2a8SQkt2uuk.jpg,4,2,103.68792824074100,36.95822609835490
H2ipF56O8dk,夫が選んだ通りにメイクをしたら、最後ヤバいことに…     #shorts,26,60.0,0,2429693,62733,639,https://i.ytimg.com/vi/H2ipF56O8dk/hqdefault.jpg,1181,5,2025-07-05T11:02:31Z,1440000,メイク,thumbnails/H2ipF56O8dk.jpg,4,2,77.54470486111110,28.597100131815800
VIhbO8e-4T8,彼女に初めておひな様メイクしたらお化け屋敷になりかけたけど救世主のお団子ちゃんがいて助かりました#ハロン編＃今日好き,22,61.0,0,2393708,25149,172,https://i.ytimg.com/vi/VIhbO8e-4T8/hqdefault.jpg,0,22,2025-06-19T02:16:18Z,271000,メイク,thumbnails/VIhbO8e-4T8.jpg,4,1,85.51079861111110,29.577777612235700
F-K0IP4OdjQ,【大バズり】凄すぎ。。オール明けで世界的トレンドのクレオパトラメイクしてみた👑✨,26,45.0,0,2255275,75703,803,https://i.ytimg.com/vi/F-K0IP4OdjQ/hqdefault.jpg,0,6,2025-07-04T11:35:59Z,887000,メイク,thumbnails/F-K0IP4OdjQ.jpg,1,1,63.20125,53.225904171287200
nEq7weejUGk,ファンデの性質に合わせると格段に崩れにくくなる..⁉️🥹⁉️#shorts #メイク,22,25.0,0,2447759,45907,136,https://i.ytimg.com/vi/nEq7weejUGk/hqdefault.jpg,0,17,2025-06-23T08:56:24Z,119000,メイク,thumbnails/nEq7weejUGk.jpg,3,1,90.1958449074074,26.495525606389300
m0d8PLGl3_c,"主婦が""美女と野獣ベルメイク""をしたら、夫の反応が…",26,60.0,3,2474140,86281,1455,https://i.ytimg.com/vi/m0d8PLGl3_c/hqdefault.jpg,1194,20,2025-06-20T11:06:29Z,1440000,メイク,thumbnails/m0d8PLGl3_c.jpg,3,1,84.9329513888889,44.03427985392150
B8IudyBlv5Q,【事件】お寿司が食べたかっただけなのに。。,26,149.0,0,2096548,31819,0,https://i.ytimg.com/vi/B8IudyBlv5Q/hqdefault.jpg,0,14,2025-06-26T10:49:56Z,887000,メイク,thumbnails/B8IudyBlv5Q.jpg,2,1,96.86699074074080,24.00331367966670
mm7nMi5oN9A,夫が選んだコスメでメイクしたら、衝撃の顔に…     #shorts,26,60.0,0,2271438,59039,825,https://i.ytimg.com/vi/mm7nMi5oN9A/hqdefault.jpg,1146,19,2025-06-21T10:25:54Z,1440000,メイク,thumbnails/mm7nMi5oN9A.jpg,6,2,86.53938078703700,38.38257872751010
31JWPdqD5XM,"主婦が""強すぎる女メイク""をしたら夫が…      　　　　  #shorts",26,60.0,2,2244251,60486,889,https://i.ytimg.com/vi/31JWPdqD5XM/hqdefault.jpg,1146,26,2025-06-14T10:40:18Z,1440000,メイク,thumbnails/31JWPdqD5XM.jpg,3,1,84.50555555555560,34.28671328738000
IN5ZUnhUf1c,面白れぇ女風メイク,22,21.0,0,2191774,36235,298,https://i.ytimg.com/vi/IN5ZUnhUf1c/hqdefault.jpg,0,19,2025-06-21T10:00:29Z,1240,メイク,thumbnails/IN5ZUnhUf1c.jpg,3,1,55.62215277777780,26.25249917386760
8jmWf_wzqEY,日本・アメリカ半顔メイク！どっちがすき⁉️,22,68.0,0,1973782,47277,259,https://i.ytimg.com/vi/8jmWf_wzqEY/hqdefault.jpg,0,12,2025-06-28T12:00:30Z,191000,メイク,thumbnails/8jmWf_wzqEY.jpg,1,1,86.22964699074080,15.144179343546200
uKBnjS5Cu8k,ミセス様のイベントに招待頂いたので🍏気合い入れてエレガントメイクしていくっ！ #セレモニー #ceremony 　#マリリン #asmr,26,168.0,0,1899042,42274,338,https://i.ytimg.com/vi/uKBnjS5Cu8k/hqdefault.jpg,0,19,2025-06-21T09:02:35Z,1300000,メイク,thumbnails/uKBnjS5Cu8k.jpg,3,2,93.86558449074070,26.876704261454300
ir2ln0pHQ54,"主婦が""アナ雪のエルサメイク""をしたら、夫の反応が…         #shorts",26,60.0,4,1702573,59520,906,https://i.ytimg.com/vi/ir2ln0pHQ54/hqdefault.jpg,1181,6,2025-07-04T10:19:54Z,1440000,メイク,thumbnails/ir2ln0pHQ54.jpg,4,1,97.5205324074074,30.04033549509020
883fIYIuPf0,【質問を頂く】アイラインの描き方♡ #shorts,22,53.0,0,1529794,26711,22,https://i.ytimg.com/vi/883fIYIuPf0/hqdefault.jpg,0,14,2025-06-26T09:36:01Z,257000,メイク,thumbnails/883fIYIuPf0.jpg,2,1,93.14671875,35.86020281824560
uTbEGYP9Em4,漫画みたいなアイメイク,24,31.0,0,1591895,12985,67,https://i.ytimg.com/vi/uTbEGYP9Em4/hqdefault.jpg,0,28,2025-06-13T05:47:50Z,175000,メイク,thumbnails/uTbEGYP9Em4.jpg,1,1,69.35854745370370,26.860313697275100
KeA8zcfNCjc,中年女性が超絶美女になるまでのメイク,24,43.0,0,1480575,14300,510,https://i.ytimg.com/vi/KeA8zcfNCjc/hqdefault.jpg,0,19,2025-06-22T03:00:32Z,175000,メイク,thumbnails/KeA8zcfNCjc.jpg,1,1,83.39032986111110,37.686423277060200
qUElP8PJqV8,30歳やからピンクメイクは恥ずかしい？！そんなこと言わせへんで！！！！,26,148.0,0,1205113,28234,290,https://i.ytimg.com/vi/qUElP8PJqV8/hqdefault.jpg,0,27,2025-06-13T11:30:07Z,1300000,メイク,thumbnails/qUElP8PJqV8.jpg,3,1,89.93756365740740,20.477137261250500
5WgA6LweyXE,目が小さくなるエフェクトを付けてメイクしたら革命起きた……【検証】,22,58.0,0,1542756,25507,68,https://i.ytimg.com/vi/5WgA6LweyXE/hqdefault.jpg,0,29,2025-06-12T01:50:50Z,125000,メイク,thumbnails/5WgA6LweyXE.jpg,4,1,98.94166666666670,27.1690268601258
CTWnvsrrolg,シールアイラインが何しても絶対落ちないらしい！！,26,60.0,0,1410517,28818,188,https://i.ytimg.com/vi/CTWnvsrrolg/hqdefault.jpg,67,7,2025-07-04T08:00:13Z,1430000,メイク,thumbnails/CTWnvsrrolg.jpg,2,1,105.18706597222200,35.40736132317010
-O-4NSHVln4,竹ぱらうちわメイク交換してみた💄🩵🩷💛,24,58.0,0,879914,6559,17,https://i.ytimg.com/vi/-O-4NSHVln4/hqdefault.jpg,141,16,2025-06-24T10:53:17Z,2290000,メイク,thumbnails/-O-4NSHVln4.jpg,7,3,83.8007638888889,71.8141409704234
QCWk67tpgfA,爆盛れ！NARUTOいのメイクが最強すぎた… #マリリン #asmr #メイク #ナルト #ナルト疾風伝,26,171.0,0,1120061,28164,373,https://i.ytimg.com/vi/QCWk67tpgfA/hqdefault.jpg,0,17,2025-06-23T10:50:26Z,1300000,メイク,thumbnails/QCWk67tpgfA.jpg,2,1,65.52759837962960,32.559561114789200
61TXECpp1Ps,【徹底解説】初心者必見🔰強い女になるメイクを惜しみなく解説‼️ダウナー系/めろい女の子系/強い女系,22,178.0,0,1318144,47020,148,https://i.ytimg.com/vi/61TXECpp1Ps/hqdefault.jpg,0,28,2025-06-12T10:47:38Z,63800,メイク,thumbnails/61TXECpp1Ps.jpg,3,1,90.5210300925926,20.337343437953100
zFt3I-wDIeo,世界のメイクが技術高すぎ #雑学 #ツッコミ #メイク,24,61.0,0,1089371,19144,69,https://i.ytimg.com/vi/zFt3I-wDIeo/hqdefault.jpg,0,18,2025-06-22T09:30:36Z,52500,メイク,thumbnails/zFt3I-wDIeo.jpg,2,2,89.4019675925926,36.71230108816500
dL-To9M0x1w,このメイクで時短になるって本当？,24,60.0,11,1323663,22851,757,https://i.ytimg.com/vi/dL-To9M0x1w/hqdefault.jpg,723,16,2025-06-25T08:19:38Z,704000,メイク,thumbnails/dL-To9M0x1w.jpg,4,2,79.31075810185190,26.184697004937300
zY8HDfwm4Jw,最強UVのアネッサファンデが忙しい朝にぴったり時短アイテムだった#shorts #beauty #makeup,22,54.0,0,962487,32550,164,https://i.ytimg.com/vi/zY8HDfwm4Jw/hqdefault.jpg,0,7,2025-07-03T11:39:46Z,264000,メイク,thumbnails/zY8HDfwm4Jw.jpg,4,1,108.85968171296300,29.563662206978900
